artist,born-died,period,school,url,base,nationality,birth_year_clean,death_year_clean,clean_name
"LEYSTER, Judith",(1609-1660),Baroque,painter,https://www.wga.hu/html/l/leyster/index.html,Haarlem,Dutch,1609,1660,Judith Leyster
"LEYTENS, Gysbrecht",(1586-c. 16456),Baroque,painter,https://www.wga.hu/html/l/leytens/index.html,Antwerp,Flemish,1586,,Gysbrecht Leytens
"LHERMITTE, Léon-Augustin",(1844-1925),Realism,painter,https://www.wga.hu/html/l/lhermitt/index.html,Paris,French,1844,1925,Léon-Augustin Lhermitte
"LIBALT, Gottfried",(c. 1610-1666),Baroque,painter,https://www.wga.hu/html/l/libalt/index.html,Germany,German,1610,1666,Gottfried Libalt
LIBERALE da Verona,(c. 1445-c. 1528),Early Renaissance,painter,https://www.wga.hu/html/l/liberale/index.html,Verona,Italian,1445,1528,LIBERALE da Verona
"LIBERALE, Giorgio",(1527-c. 1579),Mannerism,graphic,https://www.wga.hu/html/l/liberalg/index.html,Italy,Italian,1527,1579,Giorgio Liberale
"LIBERI, Marco",(c. 1640-c. 1685),Baroque,painter,https://www.wga.hu/html/l/liberi/marco/index.html,Italy,Italian,1640,1685,Marco Liberi
"LIBERI, Pietro",(1605-1687),Baroque,painter,https://www.wga.hu/html/l/liberi/pietro/index.html,Venice,Italian,1605,1687,Pietro Liberi
"LICINIO, Bernardino",(c. 1489-c. 1565),High Renaissance,painter,https://www.wga.hu/html/l/licinio/index.html,Venice,Italian,1489,1565,Bernardino Licinio
"LIEBERMANN, Max",(1847-1935),Impressionism,painter,https://www.wga.hu/html/l/lieberma/index.html,Germany,German,1847,1935,Max Liebermann
"LIEFERINXE, Josse",(active 1493-1508),Northern Renaissance,painter,https://www.wga.hu/html/l/lieferin/index.html,Marseille,French,1493,1508,Josse Lieferinxe
"LIEMAKER, Nicolaas de",(1601-1646),Baroque,painter,https://www.wga.hu/html/l/liemaker/index.html,Ghent,Flemish,1601,1646,Nicolaas de Liemaker
"LIES, Jozef Hubert",(1821-1865),Romanticism,painter,https://www.wga.hu/html/l/lies/index.html,Belgium,Belgian,1821,1865,Jozef Hubert Lies
"LIEVENS, Jan",(1607-1674),Baroque,painter,https://www.wga.hu/html/l/lievens/index.html,Amsterdam,Dutch,1607,1674,Jan Lievens
"LIEZEN-MAYER, Sándor",(1839-1898),Realism,painter,https://www.wga.hu/html/l/liezen-m/index.html,Munich,Hungarian,1839,1898,Sándor Liezen-Mayer
"LIGARI, Pietro",(1686-1752),Baroque,painter,https://www.wga.hu/html/l/ligari/index.html,Valtellina,Italian,1686,1752,Pietro Ligari
"LIGETI, Antal",(1823-1890),Realism,painter,https://www.wga.hu/html/l/ligeti/index.html,Hungary,Hungarian,1823,1890,Antal Ligeti
"LIGORIO, Pirro",(c. 1500-1583),Mannerism,architect,https://www.wga.hu/html/l/ligorio/index.html,Italy,Italian,1500,1583,Pirro Ligorio
"LIGOZZI, Jacopo",(1547-1627),Mannerism,painter,https://www.wga.hu/html/l/ligozzi/index.html,Florence,Italian,1547,1627,Jacopo Ligozzi
"LIMBOURG brothers (Herman, Jean, Paul)",(1370-80-1416),Northern Renaissance,illuminator,https://www.wga.hu/html/l/limbourg/index.html,Burgundy,Netherlandish,1370,1416,"Jean, Paul) Limbourg Brothers (Herman"
"LIMOSIN, Jean",(1528-c. 1610),High Renaissance,miniaturist,https://www.wga.hu/html/l/limosin/jean/index.html,Limoges,French,1528,1610,Jean Limosin
"LIMOSIN, Léonard",(c. 1505-c. 1575),High Renaissance,miniaturist,https://www.wga.hu/html/l/limosin/leonard/index.html,Limoges,French,1505,1575,Léonard Limosin
"LIN, Herman van",(c. 1623-1681),Baroque,painter,https://www.wga.hu/html/l/lin/index.html,Utrecht,Dutch,1623,1681,Herman van Lin
"LINARD, Jacques",(c. 1600-1645),Baroque,painter,https://www.wga.hu/html/l/linard/index.html,France,French,1600,1645,Jacques Linard
"LINDTMAYER, Daniel",(1552-c. 1603),Mannerism,glass,https://www.wga.hu/html/l/lindtmay/index.html,Lucerne,Swiss,1552,1603,Daniel Lindtmayer
"LINGELBACH, Johannes",(1622-1674),Baroque,painter,https://www.wga.hu/html/l/lingelba/index.html,Netherlands,Dutch,1622,1674,Johannes Lingelbach
"LINSTOW, Hans Ditlev Franciscus",(1787-1851),Neoclassicism,architect,https://www.wga.hu/html/l/linstow/index.html,Oslo,Norwegian,1787,1851,Hans Ditlev Franciscus Linstow
"LINT, Hendrik Frans van",(1684-1763),Baroque,painter,https://www.wga.hu/html/l/lint_h/index.html,Rome,Flemish,1684,1763,Hendrik Frans van Lint
"LINT, Pieter van",(1609-1690,Baroque,painter,https://www.wga.hu/html/l/lint/index.html,Antwerp,Flemish,1609,1690,Pieter van Lint
"LINTHORST, Jacobus",(1745-1815),Rococo,painter,https://www.wga.hu/html/l/linthors/index.html,Amsterdam,Dutch,1745,1815,Jacobus Linthorst
"LION, Angelo",(active 1597-1621),Baroque,painter,https://www.wga.hu/html/l/lion/index.html,Venice,Italian,1597,1621,Angelo Lion
"LIONE, Andrea di",(1610-1685),Baroque,painter,https://www.wga.hu/html/l/lione/index.html,Naples,Italian,1610,1685,Andrea di Lione
"LIOTARD, Étienne",(1702-1789),Baroque,painter,https://www.wga.hu/html/l/liotard/index.html,Switzerland,Swiss,1702,1789,Étienne Liotard
"LIPPARINI, Ludovico",(1800-1856),Romanticism,painter,https://www.wga.hu/html/l/lipparin/index.html,Venice,Italian,1800,1856,Ludovico Lipparini
"LIPPI, Filippino",(c. 1457-1504),Early Renaissance,painter,https://www.wga.hu/html/l/lippi/flippino/index.html,Florence,Italian,1457,1504,Filippino Lippi
"LIPPI, Fra Filippo",(1406-1469),Early Renaissance,painter,https://www.wga.hu/html/l/lippi/filippo/index.html,Florence,Italian,1406,1469,Fra Filippo Lippi
"LIPPI, Lorenzo",(1606-1665),Baroque,painter,https://www.wga.hu/html/l/lippi_l/index.html,Florence,Italian,1606,1665,Lorenzo Lippi
LIPPO D'ANDREA DI LIPPO,(c. 1370-before 1451),Early Renaissance,painter,https://www.wga.hu/html/l/lippo/index.html,Florence,Italian,1370,1451,LIPPO D'ANDREA DI LIPPO
LIPPO DI BENIVIENI,(active 1296-1320),Medieval,painter,https://www.wga.hu/html/l/lippo_b/index.html,Florence,Italian,1296,1320,LIPPO DI BENIVIENI
LIPPO DI DALMASIO,(c. 1350-1410),Medieval,painter,https://www.wga.hu/html/l/lippo_d/index.html,Bologna,Italian,1350,1410,LIPPO DI DALMASIO
"LISAERT, Pieter III",(1574-c. 1604),Mannerism,painter,https://www.wga.hu/html/l/lisaert/index.html,Antwerp,Flemish,1574,1604,Pieter III Lisaert
"LISBOA, Antonio Francisco",(1738-1814),Rococo,sculptor,https://www.wga.hu/html/l/lisboa/index.html,Brazil,Portuguese,1738,1814,Antonio Francisco Lisboa
"LISIEWSKA, Anna Dorothea",(1721-1782),Rococo,painter,https://www.wga.hu/html/l/lisiewsk/dorothea/index.html,Germany,German,1721,1782,Anna Dorothea Lisiewska
"LISIEWSKA, Anna Rosina",(1716-1783),Rococo,painter,https://www.wga.hu/html/l/lisiewsk/rosina/index.html,Germany,German,1716,1783,Anna Rosina Lisiewska
"LISS, Johann",(c. 1590-1631),Baroque,painter,https://www.wga.hu/html/l/liss/index.html,Italy,German,1590,1631,Johann Liss
"LISSE, Dirck van der",(1607-1669),Baroque,painter,https://www.wga.hu/html/l/lisse/index.html,DenHaag,Dutch,1607,1669,Dirck van der Lisse
"LISSORGUES, Guillaume de",(active 1530-1556),Northern Renaissance,architect,https://www.wga.hu/html/l/lissorgu/index.html,Aveyron,French,1530,1556,Guillaume de Lissorgues
"LIXIGNOLO, Jacopo",(active 1460),Early Renaissance,sculptor,https://www.wga.hu/html/l/lixignol/index.html,Italy,Italian,1460,,Jacopo Lixignolo
"LIÉDET, Loyset",c. 1420-1479),Northern Renaissance,illuminator,https://www.wga.hu/html/l/liedet/index.html,Bruges,Flemish,1420,1479,Loyset Liédet
"LLANOS VALDÉS, Sebastián de",(c. 1605-1677),Baroque,painter,https://www.wga.hu/html/l/llanos_v/index.html,Seville,Spanish,1605,1677,Sebastián de Llanos Valdés
"LLANOS, Fernando",(active 1506-1516),High Renaissance,painter,https://www.wga.hu/html/l/llanos/index.html,Valencia,Spanish,1506,1516,Fernando Llanos
"LLIMONA BRUGUERA, Josep",(1864-1934),Art Nouveau,sculptor,https://www.wga.hu/html/l/llimona/index.html,Catalonia,Catalan,1864,1934,Josep Llimona Bruguera
"LOARTE, Alejandro de",(c. 1597-1626),Baroque,painter,https://www.wga.hu/html/l/loarte/index.html,Toledo,Spanish,1597,1626,Alejandro de Loarte
"LOCATELLI, Andrea",(1695-1741),Baroque,painter,https://www.wga.hu/html/l/locatell/index.html,Rome,Italian,1695,1741,Andrea Locatelli
"LOCCI, Augustyn",(1640-1732),Baroque,architect,https://www.wga.hu/html/l/locci/index.html,Poland,Polish,1640,1732,Augustyn Locci
"LOCHNER, Stefan",(c. 1400-1451),Northern Renaissance,painter,https://www.wga.hu/html/l/lochner/index.html,Cologne,German,1400,1451,Stefan Lochner
"LOIR, Luigi",(1845-1916),Realism,painter,https://www.wga.hu/html/l/loir/index.html,Paris,French,1845,1916,Luigi Loir
"LOISEAU, Gustave",(1865-1935),Impressionism,painter,https://www.wga.hu/html/l/loiseau/index.html,France,French,1865,1935,Gustave Loiseau
"LOMAZZO, Giovan Paolo",(1538-1600),Mannerism,painter,https://www.wga.hu/html/l/lomazzo/index.html,Milan,Italian,1538,1600,Giovan Paolo Lomazzo
"LOMBARD, Lambert",(1505-1566),Mannerism,painter,https://www.wga.hu/html/l/lombard/index.html,Liège,Flemish,1505,1566,Lambert Lombard
"LOMBARDI, Alfonso",(c. 1487-1537),High Renaissance,sculptor,https://www.wga.hu/html/l/lombardi/index.html,Emilia,Italian,1487,1537,Alfonso Lombardi
"LOMBARDI, Giovanni Domenico",(1682-1751),Baroque,painter,https://www.wga.hu/html/l/lombardj/index.html,Lucca,Italian,1682,1751,Giovanni Domenico Lombardi
"LOMBARDO, Antonio",(c. 1458-1516),Early Renaissance,sculptor,https://www.wga.hu/html/l/lombardo/antonio/index.html,Venice,Italian,1458,1516,Antonio Lombardo
"LOMBARDO, Girolamo",(c. 1505-c. 1586),High Renaissance,sculptor,https://www.wga.hu/html/l/lombardo/girolamo/index.html,Italy,Italian,1505,1586,Girolamo Lombardo
"LOMBARDO, Pietro",(c. 1435-1515),Early Renaissance,architect,https://www.wga.hu/html/l/lombardo/pietro/index.html,Venice,Italian,1435,1515,Pietro Lombardo
"LOMBARDO, Tullio",(c. 1460-1532),Early Renaissance,sculptor,https://www.wga.hu/html/l/lombardo/tullio/index.html,Venice,Italian,1460,1532,Tullio Lombardo
"LOMI, Aurelio",(1556-1622),Mannerism,painter,https://www.wga.hu/html/l/lomi/index.html,Liguria,Italian,1556,1622,Aurelio Lomi
"LOMMELIN, Adriaen",(c. 1620-c. 1673),Baroque,graphic,https://www.wga.hu/html/l/lommelin/index.html,Antwerp,Flemish,1620,1673,Adriaen Lommelin
"LONGHENA, Baldassare",(1598-1682),Baroque,architect,https://www.wga.hu/html/l/longhena/index.html,Venice,Italian,1598,1682,Baldassare Longhena
"LONGHI, Alessandro",(1733-1813),Rococo,painter,https://www.wga.hu/html/l/longhi/alessand/index.html,Venice,Italian,1733,1813,Alessandro Longhi
"LONGHI, Barbara",(1552-c. 1638),Mannerism,painter,https://www.wga.hu/html/l/longhi1/barbara/index.html,Ravenna,Italian,1552,1638,Barbara Longhi
"LONGHI, Francesco",(1544-1618),Mannerism,painter,https://www.wga.hu/html/l/longhi1/francesc/index.html,Ravenna,Italian,1544,1618,Francesco Longhi
"LONGHI, Luca",(1507-1580),Mannerism,painter,https://www.wga.hu/html/l/longhi1/luca/index.html,Ravenna,Italian,1507,1580,Luca Longhi
"LONGHI, Martino the Elder",(1534-1591),Mannerism,architect,https://www.wga.hu/html/l/longhi2/elder/index.html,Italy,Italian,1534,1591,Martino the Elder Longhi
"LONGHI, Martino the Younger",(1602-1669),Baroque,architect,https://www.wga.hu/html/l/longhi2/younger/index.html,Rome,Italian,1602,1669,Martino the Younger Longhi
"LONGHI, Onorio",(1568-1619),Baroque,architect,https://www.wga.hu/html/l/longhi2/onorio/index.html,Rome,Italian,1568,1619,Onorio Longhi
"LONGHI, Pietro",(1702-1785),Baroque,painter,https://www.wga.hu/html/l/longhi/pietro/index.html,Venice,Italian,1702,1785,Pietro Longhi
"LONGHI, Silla",(1569-c. 1622),Baroque,sculptor,https://www.wga.hu/html/l/longhi3/index.html,Rome,Italian,1569,1622,Silla Longhi
"LOO, Carle van",(1705-1765),Baroque,painter,https://www.wga.hu/html/l/loo/carle/index.html,France,French,1705,1765,Carle van Loo
"LOO, Charles-Amédée-Philippe van",(1719-1795),Rococo,painter,https://www.wga.hu/html/l/loo/amedee/index.html,France,French,1719,1795,Charles-Amédée-Philippe van Loo
"LOO, César van",(1743-1821),Rococo,painter,https://www.wga.hu/html/l/loo/cesar/index.html,France,French,1743,1821,César van Loo
"LOO, Frans van",(active 1607-1654),Baroque,sculptor,https://www.wga.hu/html/l/loo_f/index.html,Mechelen,Flemish,1607,1654,Frans van Loo
"LOO, Jacob van",(1614-1670),Baroque,painter,https://www.wga.hu/html/l/loo/jacob/index.html,Amsterdam,Dutch,1614,1670,Jacob van Loo
"LOO, Jean-Baptiste van",(1684-1745),Baroque,painter,https://www.wga.hu/html/l/loo/jean/index.html,France,French,1684,1745,Jean-Baptiste van Loo
"LOO, Louis Michel van",(1707-1771),Baroque,painter,https://www.wga.hu/html/l/loo/louis/index.html,France,French,1707,1771,Louis Michel van Loo
"LOOCKEMANS, Nicolaas",(d. 1673),Baroque,goldsmith,https://www.wga.hu/html/l/loockema/index.html,TheHague,Dutch,1673,,Nicolaas Loockemans
"LOOFS, Adam",(c. 1645-1710),Baroque,goldsmith,https://www.wga.hu/html/l/loofs/index.html,TheHague,Dutch,1645,1710,Adam Loofs
"LOON, Theodoor, van",(c. 1581-1667),Baroque,painter,https://www.wga.hu/html/l/loon/index.html,Brussels,Flemish,1581,1667,"Theodoor, van Loon"
"LOOS, Adolf",(1870-1933),Art Nouveau,architect,https://www.wga.hu/html/l/loos_a/index.html,Austria,Austrian,1870,1933,Adolf Loos
"LOOS, Friedrich",(1797-1890),Romanticism,painter,https://www.wga.hu/html/l/loos/index.html,Austria,Austrian,1797,1890,Friedrich Loos
"LOPES, Cristovano",(c. 1516-1570),High Renaissance,painter,https://www.wga.hu/html/l/lopes/index.html,Portugal,Portuguese,1516,1570,Cristovano Lopes
"LORCK, Melchior",(c. 1526-c. 1598),Mannerism,graphic,https://www.wga.hu/html/l/lorck/index.html,Denmark,Danish,1526,1598,Melchior Lorck
LORENTINO D'AREZZO,(c. 1430-1506),Early Renaissance,painter,https://www.wga.hu/html/l/lorentin/index.html,Arezzo,Italian,1430,1506,LORENTINO D'AREZZO
"LORENZETTI, Ambrogio",(c. 1290-1348),Medieval,painter,https://www.wga.hu/html/l/lorenzet/ambrogio/index.html,Siena,Italian,1290,1348,Ambrogio Lorenzetti
"LORENZETTI, Pietro",(1290-1348),Medieval,painter,https://www.wga.hu/html/l/lorenzet/pietro/index.html,Siena,Italian,1290,1348,Pietro Lorenzetti
LORENZETTO,(1490-1541),High Renaissance,sculptor,https://www.wga.hu/html/l/lorenzto/index.html,Rome,Italian,1490,1541,LORENZETTO
"LORENZI, Battista di Domenico",(c. 1527-1592),Mannerism,sculptor,https://www.wga.hu/html/l/lorenzi/battista/index.html,Florence,Italian,1527,1592,Battista di Domenico Lorenzi
"LORENZI, Stoldo di Gino",(1534-1583),Mannerism,sculptor,https://www.wga.hu/html/l/lorenzi/stoldo/index.html,Italy,Italian,1534,1583,Stoldo di Gino Lorenzi
LORENZO DA VITERBO,(c. 1444-1472),Early Renaissance,painter,https://www.wga.hu/html/l/lorenzo/viterbo/index.html,Viterbo,Italian,1444,1472,LORENZO DA VITERBO
LORENZO DI ALESSANDRO DA SANSEVERINO,(documented 1468-1503),Early Renaissance,painter,https://www.wga.hu/html/l/lorenzo/alessand/index.html,Marches,Italian,1468,1503,LORENZO DI ALESSANDRO DA SANSEVERINO
LORENZO DI CREDI,(c. 1459-1537),High Renaissance,painter,https://www.wga.hu/html/l/lorenzo/credi/index.html,Florence,Italian,1459,1537,LORENZO DI CREDI
LORENZO DI NICCOLÒ DI MARTINO,(active 1392-1412),Early Renaissance,painter,https://www.wga.hu/html/l/lorenzo/niccolo/index.html,Florence,Italian,1392,1412,LORENZO DI NICCOLÒ DI MARTINO
LORENZO Monaco,(c. 1370-c. 1425),Early Renaissance,painter,https://www.wga.hu/html/l/lorenzo/monaco/index.html,Florence,Italian,1370,1425,LORENZO Monaco
LORENZO VENEZIANO,(active 1356-1372),Medieval,painter,https://www.wga.hu/html/l/lorenzo/venezian/index.html,Venice,Italian,1356,1372,LORENZO VENEZIANO
"LORME, Anthonie de",(c. 1610-1673),Baroque,painter,https://www.wga.hu/html/l/lorme/index.html,Netherlands,Dutch,1610,1673,Anthonie de Lorme
"LOSSON, Anton",(active 1670s),Baroque,architect,https://www.wga.hu/html/l/losson/index.html,Mechelen,Flemish,1670,,Anton Losson
"LOTH, Johann Karl",(1632-1698),Baroque,painter,https://www.wga.hu/html/l/loth/index.html,Italy,German,1632,1698,Johann Karl Loth
"LOTSCH, Johann Christian",(1790-1873),Romanticism,sculptor,https://www.wga.hu/html/l/lotsch/index.html,Rome,German,1790,1873,Johann Christian Lotsch
"LOTTER, Hieronymus",(1497-1580),Northern Renaissance,architect,https://www.wga.hu/html/l/lotter/index.html,Leipzig,German,1497,1580,Hieronymus Lotter
"LOTTO, Lorenzo",(1480-1556),High Renaissance,painter,https://www.wga.hu/html/l/lotto/index.html,Venice,Italian,1480,1556,Lorenzo Lotto
"LOTZ, Károly",(1833-1904),Romanticism,painter,https://www.wga.hu/html/l/lotz/index.html,Budapest,Hungarian,1833,1904,Károly Lotz
"LOUIS, Victor",(1731-c. 1800),Neoclassicism,architect,https://www.wga.hu/html/l/louis/index.html,France,French,1731,1800,Victor Louis
"LOUTHERBOURG, Philip Jacques de",1740-1812,Rococo,painter,https://www.wga.hu/html/l/loutherb/index.html,Paris,French,1740,1812,Philip Jacques de Loutherbourg
"LOVISA, Domenico",(c. 1690-c. 1750),Baroque,graphic,https://www.wga.hu/html/l/lovisa/index.html,Venice,Italian,1690,1750,Domenico Lovisa
"LOYET, Gerard",(active 1466-1502),Northern Renaissance,goldsmith,https://www.wga.hu/html/l/loyet/index.html,Flanders,Flemish,1466,1502,Gerard Loyet
LUCA DI TOMMÈ,(active 1356–1389),Medieval,painter,https://www.wga.hu/html/l/luca/index.html,Siena,Italian,1356,1389,LUCA DI TOMMÈ
"LUCAS DE MONTIGNY, Jean-Robert-Nicolas",(1747-1810),Neoclassicism,sculptor,https://www.wga.hu/html/l/lucasmon/index.html,Paris,French,1747,1810,Jean-Robert-Nicolas Lucas De Montigny
"LUCAS VELÁZQUEZ, Eugenio",(1817-1870),Romanticism,painter,https://www.wga.hu/html/l/lucasvel/index.html,Madrid,Spanish,1817,1870,Eugenio Lucas Velázquez
"LUCE, Lucas",(c. 1576-1661),Baroque,painter,https://www.wga.hu/html/l/luce_l/index.html,Amsterdam,Dutch,1576,1661,Lucas Luce
"LUCE, Maximilien",(1858-1941),Impressionism,painter,https://www.wga.hu/html/l/luce/index.html,Paris,French,1858,1941,Maximilien Luce
"LUCHIAN, Ştefan",(1868-1916),Impressionism,painter,https://www.wga.hu/html/l/luchian/index.html,Bucharest,Other,1868,1916,Ştefan Luchian
"LUINI, Aurelio",(c. 1530-1593),Mannerism,painter,https://www.wga.hu/html/l/luini/son/index.html,Milano,Italian,1530,1593,Aurelio Luini
"LUINI, Bernardino",(1480-1532),High Renaissance,painter,https://www.wga.hu/html/l/luini/father/index.html,Lombardy,Italian,1480,1532,Bernardino Luini
"LUND, Johan Ludwig Gebhard",(1777-1867),Romanticism,painter,https://www.wga.hu/html/l/lund/index.html,Copenhagen,Danish,1777,1867,Johan Ludwig Gebhard Lund
"LUNDBERG, Gustaf",(1695-1786),Baroque,painter,https://www.wga.hu/html/l/lundberg/index.html,Sweden,Swedish,1695,1786,Gustaf Lundberg
"LUNDBYE, Johan Thomas",(1818-1848),Romanticism,painter,https://www.wga.hu/html/l/lundbye/index.html,Denmark,Danish,1818,1848,Johan Thomas Lundbye
"LUNY, Thomas",(1759-1837),Rococo,painter,https://www.wga.hu/html/l/luny/index.html,England,English,1759,1837,Thomas Luny
"LUTI, Benedetto",(1666-1724),Baroque,painter,https://www.wga.hu/html/l/luti/index.html,Rome,Italian,1666,1724,Benedetto Luti
"LUTMA, Johannes the Elder",(1587-1669),Baroque,goldsmith,https://www.wga.hu/html/l/lutma/elder/index.html,Amsterdam,Dutch,1587,1669,Johannes the Elder Lutma
"LUTMA, Johannes the Younger",(1624-1689),Baroque,graphic,https://www.wga.hu/html/l/lutma/younger/index.html,Amsterdam,Dutch,1624,1689,Johannes the Younger Lutma
"LUTTICHUIJS, Isaac",(1616-1673),Baroque,painter,https://www.wga.hu/html/l/luttichu/isaac/index.html,Amsterdam,Dutch,1616,1673,Isaac Luttichuijs
"LUTTICHUIJS, Simon",(1610-1661),Baroque,painter,https://www.wga.hu/html/l/luttichu/simon/index.html,Netherlands,Dutch,1610,1661,Simon Luttichuijs
"LUYCKX, Christiaen",(1623-c. 1657),Baroque,painter,https://www.wga.hu/html/l/luyckx_c/index.html,Antwerp,Flemish,1623,1657,Christiaen Luyckx
"LUYCKX, Frans",(1604-1668),Baroque,painter,https://www.wga.hu/html/l/luyckx/index.html,Flanders,Flemish,1604,1668,Frans Luyckx
"LYMING, Robert",(c. 1558-1628),Baroque,architect,https://www.wga.hu/html/l/lyming/index.html,England,English,1558,1628,Robert Lyming
"LÉPICIÉ, François-Bernard",(1698-1755),Baroque,graphic,https://www.wga.hu/html/l/lepicie/francois/index.html,Paris,French,1698,1755,François-Bernard Lépicié
